source_url,source_title,platform,source_year,blogger_school,target_major,target_major_hits,school_tier,rank_text,rank_percent,rank_num,rank_total,camp_admitted,program_type,admission_detail,research_achievements_json,competition_achievements_json,competition_tags,confidence,notes
https://zhuanlan.zhihu.com/p/815655282,2024年（2025届）计算机保研经验帖】（中南cs，华工未来，厦大信 ...,知乎,2024,中南大学,计算机科学与技术,计算机,中九,,,,,True,未说明,最终去向：华南理工大学未来技术,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""二作"", ""venue_or_level"": ""CCF C""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""SCI 二区""}, {""type"": ""论文"", ""title"": null, ""author_order"": null, ""venue_or_level"": ""CCF B""}, {""type"": ""专利"", ""title"": null, ""author_order"": null, ""venue_or_level"": ""实审""}, {""type"": ""软著"", ""title"": null, ""author_order"": null, ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""SCI""}]",[],,0.9,
https://zhuanlan.zhihu.com/p/248489246,干货满满的2020计算机保研经验贴！（上交、北大等）,知乎,2020,,计算机,计算机,未知,,,,,True,未说明,拿到夏令营 offer,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""一区CCF B""}, {""type"": ""论文"", ""title"": null, ""author_order"": null, ""venue_or_level"": ""CCF C类""}, {""type"": ""论文"", ""title"": null, ""author_order"": null, ""venue_or_level"": ""SCI检索""}, {""type"": ""科研经历"", ""title"": null, ""author_order"": null, ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""SCI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}]",[],,0.8,
https://zhuanlan.zhihu.com/p/1962203594179740926,2026 届自动化跨AI保研经验贴——超小实验班rk1 的挣扎与破局(人信,知乎,2026,,人工智能,"计算机,自动化",未知,超小实验班rk1,,1,,,未说明,,[],[],,0.9,
https://www.zhihu.com/question/580151088,在校大学生可以参加哪些含金量高的比赛？ - 知乎,知乎,,,,计算机,未知,,,,,,未说明,,[],"[{""name"": ""ICPC"", ""level"": null, ""award"": null, ""normalized_name"": ""ICPC""}, {""name"": ""CCPC"", ""level"": null, ""award"": null, ""normalized_name"": ""CCPC""}, {""name"": ""CCF"", ""level"": null, ""award"": null, ""normalized_name"": ""CCF""}, {""name"": ""蓝桥杯"", ""level"": null, ""award"": null, ""normalized_name"": ""蓝桥杯""}, {""name"": ""中国大学生计算机设计"", ""level"": null, ""award"": null, ""normalized_name"": ""中国大学生计算机设计""}, {""name"": ""软件杯"", ""level"": null, ""award"": null, ""normalized_name"": ""软件杯""}, {""name"": ""挑战杯"", ""level"": null, ""award"": null, ""normalized_name"": ""挑战杯""}, {""name"": ""互联网+"", ""level"": null, ""award"": null, ""normalized_name"": ""互联网+""}, {""name"": ""服务外包创新创业"", ""level"": null, ""award"": null, ""normalized_name"": ""服务外包创新创业""}, {""name"": ""商业精英挑战赛"", ""level"": null, ""award"": null, ""normalized_name"": ""商业精英挑战赛""}]","CCF,CCPC,ICPC,中国大学生计算机设计,互联网+,商业精英挑战赛,挑战杯,服务外包创新创业,蓝桥杯,软件杯",0.5,
https://zhuanlan.zhihu.com/p/651081203,手握国奖，夏令营屡受打击，痛定思痛，预推免一举上岸中科大六系 ...,知乎,,985学姐,,,其他,前1%,1.0,,,True,未说明,预推免一举上岸中科大六系,[],"[{""name"": ""国奖"", ""level"": null, ""award"": ""国奖"", ""normalized_name"": ""国奖""}]",国奖,0.8,
https://zhuanlan.zhihu.com/p/107034647,保研经验| 从双非到浙大：4篇北核一作，2项国家级大创 - 知乎专栏,知乎,,,计算机,计算机,其他,专业排名1/532,0.19,1,532,True,未说明,入营华科计算机，华南理工计算机，厦大软院,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""北大核心""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""北大核心""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""北大核心""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""北大核心""}, {""type"": ""项目"", ""title"": ""国家级大创"", ""author_order"": ""主持"", ""venue_or_level"": null}, {""type"": ""项目"", ""title"": ""国家级大创"", ""author_order"": ""主持"", ""venue_or_level"": null}]","[{""name"": ""大创"", ""level"": ""国赛"", ""award"": ""一等奖"", ""normalized_name"": ""大创""}]",大创,0.9,
https://zhuanlan.zhihu.com/p/1936920763841118570,2025年（2026届）超低rk科研向保研/港三phd混申经验贴（北大cs ...,知乎,2025,,计算机科学与技术,,清北,,,,,,未说明,,[],"[{""name"": ""icpc区域赛"", ""level"": ""国赛"", ""award"": ""银"", ""normalized_name"": ""ICPC""}, {""name"": ""ecfinal"", ""level"": ""国际"", ""award"": ""铜"", ""normalized_name"": ""ecfinal""}, {""name"": ""ccsp"", ""level"": ""国赛"", ""award"": ""铜"", ""normalized_name"": ""CSP""}, {""name"": ""蓝桥杯"", ""level"": ""国赛"", ""award"": ""国三"", ""normalized_name"": ""蓝桥杯""}, {""name"": ""挑战杯"", ""level"": ""区域赛"", ""award"": ""国三"", ""normalized_name"": ""挑战杯""}, {""name"": ""区域赛"", ""level"": ""区域赛"", ""award"": ""国三"", ""normalized_name"": ""区域赛""}]","CSP,ICPC,ecfinal,区域赛,挑战杯,蓝桥杯",0.8,
https://zhuanlan.zhihu.com/p/1982463764159813007,2025年（2026届）计算机保研经验贴（浙计、高瓴、中山计、电科深,知乎,2025,中流211,计算机科学与技术,"计算机,计算机科学",其他,绩点排名1/279；预推免时综测排名4/279,0.36,1,279,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""CCF-C""}]","[{""name"": ""若干无用水赛"", ""level"": null, ""award"": null, ""normalized_name"": ""若干无用水赛""}, {""name"": ""国奖"", ""level"": ""国赛"", ""award"": ""国奖"", ""normalized_name"": ""国奖""}, {""name"": ""ACM"", ""level"": null, ""award"": ""国奖"", ""normalized_name"": ""ACM""}]","ACM,国奖,若干无用水赛",0.9,
https://zhuanlan.zhihu.com/p/1914441700023177355,四非计算机25届保研经验贴 - 知乎专栏,知乎,2025,西南某二本院校,计算机,计算机,其他,1/245（0.4%）,0.4,1,245,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""CCF-C类""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""学生一作"", ""venue_or_level"": ""CCF-A""}, {""type"": ""项目"", ""title"": ""国家级大创"", ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""学生一作"", ""venue_or_level"": ""CCF-C""}]","[{""name"": ""大创"", ""level"": ""国赛"", ""award"": null, ""normalized_name"": ""大创""}]",大创,0.9,
https://zhuanlan.zhihu.com/p/419840963,2022计算机保研经验贴（清北深、HITscir） - 知乎专栏,知乎,2022,东北985,计算机科学与技术,"计算机,计算机科学",c9,1%,1.0,,,True,未说明,最终去向：清华深圳国际研究生院,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""sci""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""主要作者"", ""venue_or_level"": ""sci""}, {""type"": ""论文"", ""title"": null, ""author_order"": null, ""venue_or_level"": ""ei""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""SCI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}]",[],,0.9,
https://zhuanlan.zhihu.com/p/1938549111759573749,保研党必看：从“刷绩点”到“强能力”的逆袭指南,知乎,,,,,未知,,,,,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""SCI/EI或核心期刊""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""SCI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}]","[{""name"": ""挑战杯"", ""level"": ""国赛"", ""award"": ""金奖"", ""normalized_name"": ""挑战杯""}]",挑战杯,0.7,
https://zhuanlan.zhihu.com/p/875837496,2024年(25届)计算机保研中九+ACM金+微科研非AI向经验贴[清叉 ...,知乎,2024,,计算机,计算机,中九,,,,,,未说明,,"[{""type"": ""科研经历"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""非AI向""}]","[{""name"": ""ICPC区域赛"", ""level"": ""国际"", ""award"": ""金"", ""normalized_name"": ""ICPC""}, {""name"": ""CCPC区域赛"", ""level"": ""国赛"", ""award"": ""金"", ""normalized_name"": ""CCPC""}, {""name"": ""ECF"", ""level"": ""国际"", ""award"": ""银"", ""normalized_name"": ""ECF""}, {""name"": ""省赛"", ""level"": ""省赛"", ""award"": ""冠军"", ""normalized_name"": ""省赛""}, {""name"": ""区域赛"", ""level"": ""省赛"", ""award"": null, ""normalized_name"": ""区域赛""}, {""name"": ""蓝桥杯"", ""level"": ""省赛"", ""award"": null, ""normalized_name"": ""蓝桥杯""}, {""name"": ""GPLT"", ""level"": ""省赛"", ""award"": null, ""normalized_name"": ""天梯赛""}, {""name"": ""ACM"", ""level"": ""省赛"", ""award"": null, ""normalized_name"": ""ACM""}]","ACM,CCPC,ECF,ICPC,区域赛,天梯赛,省赛,蓝桥杯",0.9,
https://zhuanlan.zhihu.com/p/684718103,24级计算机保研经验贴 - 知乎专栏,知乎,2024,,计算机科学与技术,"计算机,计算机科学",未知,前5学期：3%+（夏令营）；前6学期：4%+（预推免）,3.0,,,,未说明,,"[{""type"": ""科研经历"", ""title"": ""国家级大创"", ""author_order"": ""未知"", ""venue_or_level"": null}]","[{""name"": ""ICPC"", ""level"": ""国际"", ""award"": ""铜"", ""normalized_name"": ""ICPC""}, {""name"": ""大创"", ""level"": ""国赛"", ""award"": null, ""normalized_name"": ""大创""}]","ICPC,大创",0.9,
https://zhuanlan.zhihu.com/p/30217802564,【纯干货】2024年（25届）计算机保研推免经历,知乎,2024,,计算机,计算机,未知,年级16.1%（52/323） 专业22.2%（50/225）,16.1,52,323,,未说明,,"[{""type"": ""专利"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""非一作"", ""venue_or_level"": null}]","[{""name"": ""国家级竞赛"", ""level"": ""国赛"", ""award"": null, ""normalized_name"": ""国家级竞赛""}, {""name"": ""省奖"", ""level"": ""省赛"", ""award"": null, ""normalized_name"": ""省奖""}, {""name"": ""国创"", ""level"": ""国赛"", ""award"": ""国奖"", ""normalized_name"": ""国创""}, {""name"": ""国奖"", ""level"": ""国赛"", ""award"": ""国奖"", ""normalized_name"": ""国奖""}]","国创,国奖,国家级竞赛,省奖",0.8,
https://zhuanlan.zhihu.com/p/114434041,保研经验| 本科双非，六级飘过，夏令营通过10所，其中7所985 - 知乎,知乎,,,计算机科学与技术,"计算机,计算机科学",其他,1 / 68,,1,68,True,未说明,夏令营通过10所，其中7所985,[],"[{""name"": ""数学竞赛"", ""level"": ""国赛"", ""award"": ""二等奖"", ""normalized_name"": ""数学竞赛""}, {""name"": ""蓝桥杯"", ""level"": ""国赛"", ""award"": ""三等奖"", ""normalized_name"": ""蓝桥杯""}, {""name"": ""云计算"", ""level"": ""国赛"", ""award"": ""三等奖"", ""normalized_name"": ""云计算""}]","云计算,数学竞赛,蓝桥杯",0.9,
https://zhuanlan.zhihu.com/p/770129585,【25保研经验贴】浙大软院、自动化所、中科大先研院&6系 - 知乎专栏,知乎,2025,,软件工程,自动化,未知,,,,,True,未说明,拿到夏令营 offer,[],[],,0.8,
https://zhuanlan.zhihu.com/p/569378347,23-CS保研之路(pku cs\rw、zju cs、fdu cs、ustc) - 知乎专栏,知乎,2023,,智能科学与技术,"计算机,智能科学",未知,1/66,1.52,1,66,,未说明,,[],"[{""name"": ""数学建模国赛"", ""level"": ""国赛"", ""award"": ""非国一、国二"", ""normalized_name"": ""数学建模国赛""}, {""name"": ""MCM"", ""level"": ""国际"", ""award"": ""非O、F"", ""normalized_name"": ""美赛""}, {""name"": ""互联网+"", ""level"": ""国家级"", ""award"": ""国奖"", ""normalized_name"": ""互联网+""}, {""name"": ""国奖"", ""level"": ""国赛"", ""award"": ""国奖"", ""normalized_name"": ""国奖""}]","互联网+,国奖,数学建模国赛,美赛",0.9,
https://zhuanlan.zhihu.com/p/658503447,【持续更新】2024届计算机四非保研985经验贴【西工大/计算所/浙软 ...,知乎,2024,,计算机,计算机,其他,,,,,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""三作"", ""venue_or_level"": ""4区""}, {""type"": ""项目"", ""title"": ""计设项目"", ""author_order"": ""未知"", ""venue_or_level"": null}]",[],,0.8,
https://zhuanlan.zhihu.com/p/722088790,2024年（25届）末二中rank计算机推免套磁&&面试经验帖 - 知乎专栏,知乎,2024,,计算机,计算机,未知,,,,,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""CCF-A/B/C""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""SCI一二三四区""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI会议""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""SCI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""CCF-A""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""TPAMI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""ICML""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""CVPR""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""ECCV""}]","[{""name"": ""ICM"", ""level"": null, ""award"": null, ""normalized_name"": ""美赛""}]",美赛,0.7,
https://www.zhihu.com/question/444978882,2022 年博士申请，你进度如何？ - 知乎,知乎,2022,,,,未知,,,,,,直博,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI会议""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""CCF C刊""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""SCI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}]",[],,0.7,
https://zhuanlan.zhihu.com/p/1039591380,2024年（2025届）计算机保研经验帖|末2上岸北航se、成电深,知乎,2024,某末流211,数据科学与大数据技术,"计算机,数据科学,大数据",末九,夏令营rank4，预推免rank3,,,,True,未说明,上岸北航se、成电深,[],[],,0.9,
https://zhuanlan.zhihu.com/p/7849110384,2024年（25届）SE 无竞赛选手保研经验贴 - 知乎专栏,知乎,2024,,软件工程,软件工程,次九,rk8/197,,8,197,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""CCF A""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": null}]",[],,0.8,
https://zhuanlan.zhihu.com/p/911068744,2024年(25届)计算机保研经验分享——圆梦浙江大学软件学院- 知乎,知乎,2024,真真末流985,计算机科学与技术,"计算机,计算机科学",末九,夏令营和预推免均7%,7.0,,,True,未说明,拿到夏令营 offer,[],[],,0.9,
https://zhuanlan.zhihu.com/p/25270646895,清华深研院信通直博2024夏令营经验分享 - 知乎专栏,知乎,2024,,电子信息,"电子信息,通信工程",未知,,,,,True,直博,拿到夏令营 offer,[],[],,0.8,
https://zhuanlan.zhihu.com/p/685573655,2023年（24届）计算机保研经验贴汇总 - 知乎专栏,知乎,2023,,计算机,计算机,次九,15%,15.0,,,,未说明,,[],[],,0.9,
https://zhuanlan.zhihu.com/p/595733183,告别2022——通信工程保研经验帖(2023届） - 知乎,知乎,2023,山东大学,通信工程,通信工程,中九,1/20,5.0,1,20,,未说明,,[],[],,0.8,
https://zhuanlan.zhihu.com/p/659074805,2023（2024届）计算机保研经验分享与思考：211→同济 - 知乎专栏,知乎,2023,,计算机,计算机,其他,,,,,True,未说明,拿到夏令营 offer / 预推免入营,[],[],,0.7,
