source_url,source_title,platform,source_year,blogger_school,target_major,target_major_hits,school_tier,rank_text,rank_percent,rank_num,rank_total,camp_admitted,program_type,admission_detail,research_achievements_json,competition_achievements_json,competition_tags,confidence,notes
https://blog.csdn.net/Cyril_KI/article/details/120802638,2021年CS保研经历（一）：北邮CS夏令营、北师大AI夏令营,CSDN,2021,北京某末流211,计算机科学与技术,"计算机,计算机科学,人工智能,电子信息,数据科学,大数据,自动化",其他,2/64,3.125,2,64,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""中文EI""}, {""type"": ""项目"", ""title"": ""国家级大创"", ""author_order"": ""负责人"", ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""SCI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}]","[{""name"": ""蓝桥杯"", ""level"": ""省赛"", ""award"": ""省二"", ""normalized_name"": ""蓝桥杯""}, {""name"": ""国赛建模"", ""level"": ""省赛"", ""award"": ""省二"", ""normalized_name"": ""国赛建模""}, {""name"": ""MathorCup高校数学建模"", ""level"": null, ""award"": ""二等奖"", ""normalized_name"": ""MathorCup高校数学建模""}, {""name"": ""挑战杯"", ""level"": ""国赛"", ""award"": ""优秀奖"", ""normalized_name"": ""挑战杯""}, {""name"": ""互联网+"", ""level"": ""国赛"", ""award"": ""优秀奖"", ""normalized_name"": ""互联网+""}, {""name"": ""ACM"", ""level"": ""国赛"", ""award"": ""优秀奖"", ""normalized_name"": ""ACM""}]","ACM,MathorCup高校数学建模,互联网+,国赛建模,挑战杯,蓝桥杯",0.9,
https://blog.csdn.net/baoyan_cs/article/details/140751337,拿了优营就能拟录取吗？2023年CS有哪些院校鸽优营？-CSDN博客,CSDN,2023,中下游985,计算机,"计算机,计算机技术,人工智能,电子信息,软件工程",中九,前5%,5.0,,,True,学硕,夏令营（天大，北理，哈工大，中科院网络计算中心，中科大二批次） 预推免（南大专硕，国防科技学硕） 最终选择： 国防科技学硕,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""NeurIPS""}]",[],,0.9,
https://www.cnblogs.com/RunfarAI/p/19555406,底层四非计算机保研实录（西电/南科大/苏大NLP） - RunfarAI - 博客园,博客园,2026,江西四非,计算机科学与技术,"计算机,计算机科学,电子信息,智能科学",其他,rk6/173,3.47,6,173,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""会议在投""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""CVPR Workshop""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""CCF-A""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""CVPR""}]","[{""name"": ""数学建模国赛"", ""level"": ""国赛"", ""award"": null, ""normalized_name"": ""数学建模国赛""}, {""name"": ""全球校园ai算法精英比赛"", ""level"": ""国际"", ""award"": ""安慰奖"", ""normalized_name"": ""全球校园ai算法精英比赛""}, {""name"": ""ACM"", ""level"": ""国赛"", ""award"": null, ""normalized_name"": ""ACM""}]","ACM,全球校园ai算法精英比赛,数学建模国赛",0.9,最终去向：苏州大学NLP专硕，大模型方向。
https://www.cnblogs.com/songqingbin/p/19201191,保研经验分享- 与君弈 - 博客园,博客园,2024,未知,信息与电子工程、通信工程、电子科学与技术、计算机科学与技术等相关方向,"计算机,通信工程,自动化",未知,本科阶段前两年半成绩排名,,,,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": null}]","[{""name"": ""天梯赛"", ""level"": ""国赛"", ""award"": ""国二"", ""normalized_name"": ""天梯赛""}, {""name"": ""蓝桥杯"", ""level"": ""省赛"", ""award"": ""省一"", ""normalized_name"": ""蓝桥杯""}]","天梯赛,蓝桥杯",0.7,博主分享了详细的夏令营申请和入营情况，包括多个中科院研究所和985高校。背景信息中提到了排名、竞赛（省奖）和英语（CET-6 400多分）的重要性。最终去向为中科院计算所直博。部分关键信息（如本科院校、具体排名和科研论文）未明确提及。
https://zhuanlan.zhihu.com/p/1949246960126112027,2026届（2022级）CS纯绩点保研经验贴（北计、清软 - 知乎专栏,知乎,2026,某中次九,计算机科学与技术,"计算机,软件工程,大数据",次九,1/140+,,1,140,True,专硕,清华大学软件学院专硕,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}]",[],,0.9,
https://zhuanlan.zhihu.com/p/1529363866,2024年（2025届）电子信息保研经验分享（中科大六系、自所cs,知乎,2024,中国科学技术大学,电子信息,"计算机,电子信息,自动化",其他,1/165,0.61,1,165,,未说明,,"[{""type"": ""科研经历"", ""title"": ""两个大创项目"", ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}]","[{""name"": ""数模"", ""level"": null, ""award"": null, ""normalized_name"": ""数模""}, {""name"": ""机器人"", ""level"": null, ""award"": null, ""normalized_name"": ""机器人""}]","数模,机器人",0.95,
https://zhuanlan.zhihu.com/p/1956851409233383953,2025年计算机保研经验分享浙计、同济、南大,知乎,2025,江苏省某中上流211,计算机科学与技术,"计算机,计算机科学,人工智能,软件工程,自动化",其他,1/125,0.8,1,125,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""b会""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""n作"", ""venue_or_level"": ""a会""}, {""type"": ""科研项目"", ""title"": ""国家级大创主持人"", ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""专利"", ""title"": ""软著一项"", ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}]","[{""name"": ""大数竞赛"", ""level"": ""省赛"", ""award"": ""省一"", ""normalized_name"": ""大数竞赛""}, {""name"": ""数模美赛"", ""level"": ""国际"", ""award"": ""M奖"", ""normalized_name"": ""美赛""}, {""name"": ""蓝桥杯"", ""level"": ""省赛"", ""award"": ""一等奖"", ""normalized_name"": ""蓝桥杯""}, {""name"": ""数模国赛"", ""level"": ""省赛"", ""award"": ""省二"", ""normalized_name"": ""数模国赛""}, {""name"": ""csp认证"", ""level"": null, ""award"": ""320分"", ""normalized_name"": ""csp认证""}, {""name"": ""市调赛"", ""level"": ""省赛"", ""award"": ""省一"", ""normalized_name"": ""市调赛""}]","csp认证,大数竞赛,市调赛,数模国赛,美赛,蓝桥杯",0.95,
https://damodev.csdn.net/68818dacbb9d8e0ecec2ca4b.html,2024年(2025届)计算机保研总结 - DAMO开发者矩阵,CSDN,2024,211,计算机科学与技术,"计算机,计算机科学,人工智能",其他,14/125（成绩排名）6/125（综测排名）,11.2,14,125,True,学硕,最终去向：东南大学计算机科学与工程学院,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI会议""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}]","[{""name"": ""数学竞赛"", ""level"": ""校赛"", ""award"": null, ""normalized_name"": ""数学竞赛""}, {""name"": ""英语竞赛"", ""level"": ""校赛"", ""award"": null, ""normalized_name"": ""英语竞赛""}, {""name"": ""数模竞赛"", ""level"": ""校赛"", ""award"": null, ""normalized_name"": ""数模竞赛""}]","数学竞赛,数模竞赛,英语竞赛",0.9,
https://blog.csdn.net/Scienteresting/article/details/143973465,中九低rank保研——浙软，沈自所，计算所，南计直博，复旦工程硕_ ...,CSDN,2024,某中九,计算机科学与技术/人工智能/电子信息/软件工程,"计算机,计算机科学,人工智能,电子信息,软件工程,数据科学,自动化",中九,前五学期排名20%，前六学期排名22%，预推免排名13%,22.0,,,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""SCI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}]","[{""name"": ""数模省二"", ""level"": ""省赛"", ""award"": ""二等奖"", ""normalized_name"": ""数模省二""}, {""name"": ""蓝桥杯"", ""level"": ""国赛"", ""award"": ""一等奖"", ""normalized_name"": ""蓝桥杯""}, {""name"": ""RoboCup"", ""level"": ""国赛"", ""award"": ""一等奖"", ""normalized_name"": ""RoboCup""}, {""name"": ""服务外包创新创业大赛"", ""level"": ""国赛"", ""award"": ""一等奖"", ""normalized_name"": ""服务外包创新创业大赛""}, {""name"": ""ACM"", ""level"": ""国赛"", ""award"": ""一等奖"", ""normalized_name"": ""ACM""}]","ACM,RoboCup,数模省二,服务外包创新创业大赛,蓝桥杯",0.9,低rank选手，英语六级483，无科研经历，最终获得多个offer
https://blog.csdn.net/Baoyan_cs/article/details/144151302,中流985学长，排名第二，无论文，夏令营颗粒无收，预推免重整旗鼓,CSDN,2024,中九,软件工程,"计算机,软件工程",中九,2/120,1.67,2,120,True,专硕,拿到夏令营 offer,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": null}]","[{""name"": ""数模"", ""level"": ""省级"", ""award"": ""二等奖"", ""normalized_name"": ""数模""}, {""name"": ""互联网＋"", ""level"": ""省奖"", ""award"": null, ""normalized_name"": ""互联网＋""}, {""name"": ""ACM"", ""level"": ""省赛"", ""award"": null, ""normalized_name"": ""ACM""}]","ACM,互联网＋,数模",0.95,
https://blog.csdn.net/zhangjingyanzjyer/article/details/142673658,（上岸华师cs）_四非计算机保研边缘,CSDN,2024,,计算机科学与技术,"计算机,人工智能",其他,rk1,,,,True,学硕,拿到夏令营 offer,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""二作"", ""venue_or_level"": ""CCF中文B""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""二作"", ""venue_or_level"": null}]","[{""name"": ""蓝桥杯"", ""level"": null, ""award"": null, ""normalized_name"": ""蓝桥杯""}, {""name"": ""ACM"", ""level"": null, ""award"": null, ""normalized_name"": ""ACM""}]","ACM,蓝桥杯",0.9,
https://damodev.csdn.net/67fcc6f0a5baf817cf48d79b.html,保研之路——中山大学数据科学与计算机学院直硕夏令营,CSDN,,,数据科学与计算机,"计算机,计算机技术,人工智能,数据科学,自动化",中九,,,,,True,直博,拿到夏令营 offer,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": null}]",[],,0.9,
https://blog.csdn.net/2403_87807542/article/details/152946302,211集成电路保研回忆（最终去向浙大超大所模拟IC专硕） - CSDN博客,CSDN,,211（28所国家示范性微电子学院）,集成电路设计与集成系统,计算机,其他,综测 rk1/146，GPArk2/146,0.68,1,146,,未说明,,"[{""type"": ""科研经历"", ""title"": ""国家级大创优秀结题"", ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}]","[{""name"": ""电赛"", ""level"": ""国赛"", ""award"": null, ""normalized_name"": ""电赛""}, {""name"": ""计算机设计大赛"", ""level"": ""国赛"", ""award"": null, ""normalized_name"": ""计算机设计大赛""}, {""name"": ""FPGA大赛"", ""level"": ""国赛"", ""award"": null, ""normalized_name"": ""FPGA大赛""}]","FPGA大赛,电赛,计算机设计大赛",0.9,
https://damodev.csdn.net/6823f726a5baf817cf4b4585.html,2024 年（25 届）四非计算机保研经验贴（浙软，北邮，重大，成电,CSDN,2024,某西南地区四非,人工智能,"计算机,人工智能,软件工程,大数据",其他,前五学期排名3/360，六学期综合排名1/530,,1,530,True,专硕,浙江大学软件学院人工智能专业,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": null}]","[{""name"": ""蓝桥杯"", ""level"": ""国赛"", ""award"": ""一等奖"", ""normalized_name"": ""蓝桥杯""}, {""name"": ""软件杯"", ""level"": ""国赛"", ""award"": ""三等奖"", ""normalized_name"": ""软件杯""}, {""name"": ""数模"", ""level"": ""省赛"", ""award"": ""一等奖"", ""normalized_name"": ""数模""}, {""name"": ""ACM"", ""level"": null, ""award"": null, ""normalized_name"": ""ACM""}]","ACM,数模,蓝桥杯,软件杯",0.95,最终去向为浙江大学软件学院人工智能专业。
https://blog.csdn.net/weixin_51060919/article/details/133683882,2023（2024届）保研经验贴末2-＞xmu 原创,CSDN,2023,江西某不知名211,计算机科学与技术,"计算机,计算机科学,人工智能,电子信息,软件工程,智能科学,大数据,通信工程,自动化",末九,"15/211(预推免), 9/211(综合排名)",,9,211,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}]","[{""name"": ""蓝桥杯"", ""level"": ""省赛"", ""award"": ""省一"", ""normalized_name"": ""蓝桥杯""}]",蓝桥杯,0.9,
https://blog.csdn.net/weixin_43726880/article/details/114748732,电子信息工程专业保研：从211到北大软微保研面试经验分享（含通信原理面试真题）_电子信息保研北大-CSDN博客,CSDN,2021,211,电子信息工程,"计算机,计算机科学,人工智能,电子信息,软件工程,网络空间安全,通信工程",其他,43726880/15766212,,,,True,专硕,拿到夏令营 offer,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}]",[],,0.9,
https://www.cnblogs.com/pluto-/articles/16773888.html,计算机保研，maybe this is all you need（普通双非学子上岸浙大 ...,博客园,2022,绿群某知名双非,计算机,"计算机,计算机科学,人工智能,电子信息,软件工程,数据科学,大数据",其他,专业1/358，学院1/508,0.28,1,358,True,专硕,优营，面试前5（最终去向）,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""四作"", ""venue_or_level"": ""顶会workshop""}]","[{""name"": ""美赛"", ""level"": ""国际"", ""award"": ""F"", ""normalized_name"": ""美赛""}, {""name"": ""大挑"", ""level"": ""国赛"", ""award"": ""国二"", ""normalized_name"": ""大挑""}, {""name"": ""ACM"", ""level"": null, ""award"": null, ""normalized_name"": ""ACM""}]","ACM,大挑,美赛",0.9,
https://www.cnblogs.com/zhmlzhml/p/16725237.html,2022计算机/信息类保研经验贴（复旦、华科、吉大、中山 - 博客园,博客园,2022,某 TOP39 大学（末9）,计算机/信息类,计算机,末九,rk3 (~1%),1.0,3,,True,未说明,夏令营和预推免上岸,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""国内期刊""}, {""type"": ""项目"", ""title"": ""大创项目"", ""author_order"": null, ""venue_or_level"": null}, {""type"": ""项目"", ""title"": ""课程设计项目"", ""author_order"": null, ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}]","[{""name"": ""蓝桥杯"", ""level"": ""省赛"", ""award"": ""省二"", ""normalized_name"": ""蓝桥杯""}, {""name"": ""美赛"", ""level"": ""国际"", ""award"": ""M"", ""normalized_name"": ""美赛""}]","美赛,蓝桥杯",0.9,博主最终去向未明确说明，但提到了对去向非常满意。
https://www.cnblogs.com/Tony100K/p/13886459.html,计算机保研经验分享- NTS100K - 博客园,博客园,2020,,计算机,"计算机,人工智能",未知,1/27 夏令营算军训选修时为3/27,3.7,1,27,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": null}]","[{""name"": ""数学建模"", ""level"": ""国赛"", ""award"": ""二等奖"", ""normalized_name"": ""数学建模""}, {""name"": ""算法竞赛"", ""level"": null, ""award"": null, ""normalized_name"": ""算法竞赛""}]","数学建模,算法竞赛",0.9,
https://zhuanlan.zhihu.com/p/1956106460523135619,2025年（26届）保研经验贴（上科大，软件所，天大，北师大，北航）,知乎,2025,,计算机,计算机,未知,,,,,,专硕,被拒：同济计算机专硕,[],[],,0.6,
https://zhuanlan.zhihu.com/p/809858162,2024年（2025届）CS/SE保研经验分享|无科研竞赛经历|中科院软件所、北航软院、国防科大智能科学院、哈工大计算学部、西交软院、成电计院|上岸成电cs专硕,知乎,2024,985,计算机科学与技术/软件工程,"计算机,计算机科学,人工智能,电子信息,软件工程,智能科学,自动化",其他,27/151（17%）,17.0,27,151,,未说明,,"[{""type"": ""项目"", ""title"": ""大创项目优秀结题（Java项目）"", ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": null}]","[{""name"": ""ACM"", ""level"": null, ""award"": null, ""normalized_name"": ""ACM""}]",ACM,0.9,博主背景为985+软件工程科班+中等rank+两段Java项目/实习经历，无科研与竞赛经历。
https://www.xiaohongshu.com/explore/699d7ea3000000001d013fe0?xsec_token=ABjWYyEtN7QwM8rESV5z9pAKEm1Vz7Du2mlpnUPSMhG8Y%3D&xsec_source=pc_search&source=web_search_result_notes,保研三月救命清单 - 小红书,小红书,,,管科,,其他,1/7,,,,True,直博,最终天大、西工大、重大优营，华科候补,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}]","[{""name"": ""ICM"", ""level"": null, ""award"": null, ""normalized_name"": ""美赛""}]",美赛,0.9,
